Vin,Vout,iL,iout,ripple_v,ripple_i,label
47.55837657028816,10.93898731092652,1.6791661947935559,4.826371473563465,0.032781285112617214,0.20277478707214128,1
48.43666319827862,13.076060287694586,1.525671161126742,5.096755683059177,0.02227482513297341,0.18563420253224572,0
48.19214472881129,12.298907915929378,1.5913734446289596,4.926764428571256,0.027107452878708187,0.20247345752036894,0
47.38296886896197,11.318881011070415,1.6435776414169692,4.956757049795453,0.02165291028385182,0.2083267768761516,0
46.715143664865394,10.84292057268628,1.6139641471416701,5.135704981006293,0.014287837908146594,0.17415770585582818,0
47.80465524869816,12.4787221192306,1.4840614961984482,5.003659329887814,0.024808335915451573,0.19845154242685004,0
47.05101382579081,11.844304852986909,1.5290761119942393,4.916803455202817,0.01924253954073024,0.21667576508180134,0
47.06935668895464,11.789424371172288,1.6893933092022761,4.940591123880684,0.12448103365367894,0.1852338150388024,1
48.46582232547315,12.21909068776929,1.5979701096151517,3.5302067338744667,0.021668885462519927,0.1740873449324285,3
48.538290200881356,12.218802644913515,1.483942913571165,4.183530957538266,0.017236927847300017,0.2043286254124311,3
54.782449715702846,11.242855392786257,1.5953654433392004,5.12567612345905,0.02139483461948993,0.19220897838134937,2
47.64146251141852,11.215428428954258,1.5675059082404112,5.053822013071661,0.01970685067820795,0.1929446231996056,0
47.37061632792552,11.22590790391521,1.4865248642603526,4.931162311262972,0.021580152227890066,0.17852896056402032,2
48.01667111910123,11.236499604363424,1.562162157829619,5.096682332017623,0.013677756622529139,0.21398028360697033,0
46.45372157498869,11.045933163367248,1.5362912639608692,4.847123663508311,0.029903832292915954,0.19548616205995165,2
41.12921366040268,10.87507130798592,1.3754041459549748,4.942132775839524,0.01411201035000259,0.22208399753729685,2
47.76623911871171,12.868600668719388,1.6549989275236103,4.863730915555461,0.021801957095697308,0.19838012909491032,0
48.166072052421164,11.09484604647352,1.3903475070578364,3.1297276936001666,0.030068174950579542,0.1825563561955248,3
